title,price,location,area,num_rooms,num_bedrooms,num_baths,Type_de_bien,Surface_de_la_parcelle,Etat,Annees,Type_du_sol,Nombre_detages,features,latitude,longitude,url
Villa avec jardin s4 zone polyclinique hammamet,695 000 TND,"Hammamet à
							Hammamet",264,5,4,,Villa,"166
								m²",Nouveau,,Marbre,,Jardin;Terrasse;Piscine;Chambre rangement;Antenne parabolique;Climatisation;Chauffage central;Cuisine équipée;Four;Micro-ondes,36.406364717886305,10.585730888671876,https://www.mubawab.tn/fr/a/7855189/villa-avec-jardin-s4-zone-polyclinique-hammamet
Villa avec piscine à vendre à Arkou Djerba,550 000 TND,Aghir,210,3,3,,Villa,"600
								m²",Nouveau,,,,Jardin;Piscine;Salon européen;Cuisine équipée,33.759722,11.01251,https://www.mubawab.tn/fr/a/8217728/villa-avec-piscine-%C3%A0-vendre-%C3%A0-arkou-djerba
Villa De Luxe à vendre,780 000 TND,Midoun zone touristique,210,3,3,,Villa,"462
								m²",Nouveau,,,,Piscine,33.8115848,10.987461,https://www.mubawab.tn/fr/a/8217742/villa-de-luxe-%C3%A0-vendre
Charmante Propriété à vendre à Djerba,680 000 TND,Midoun zone touristique,200,3,3,,Villa,"429
								m²",Nouveau,,,,Piscine,33.8115848,10.987461,https://www.mubawab.tn/fr/a/8217748/charmante-propri%C3%A9t%C3%A9-%C3%A0-vendre-%C3%A0-djerba
Jolie villa s3 à vendre à Djerba,550 000 TND,"Midoune à
							Midoun",170,3,3,,Villa,"457
								m²",Nouveau,,,,Piscine,33.866667,10.85,https://www.mubawab.tn/fr/a/8217756/jolie-villa-s3-%C3%A0-vendre-%C3%A0-djerba
Magnifique villa à vendre à Tezdaine Djerba,780 000 TND,Tezdaine,220,4,4,,Villa,"480
								m²",Nouveau,,,,Jardin;Garage;Piscine;Salon européen;Cuisine équipée,33.8039664,11.0400653,https://www.mubawab.tn/fr/a/8217762/magnifique-villa-%C3%A0-vendre-%C3%A0-tezdaine-djerba
Villa à vendre à Temlel Djerba,580 000 TND,Tezdaine,166,3,3,,Villa,"815
								m²",Nouveau,,,,Jardin;Piscine;Salon européen;Cuisine équipée,33.8039664,11.0400653,https://www.mubawab.tn/fr/a/8217767/villa-%C3%A0-vendre-%C3%A0-temlel-djerba
Jolie maison s2 à louer à el hara erriadh,Prix à consulter,"Houmt Souk à
							Houmt Souk",,3,3,,Maison,,Bon état,,,,Jardin;Climatisation;Cuisine équipée,33.866667,10.85,https://www.mubawab.tn/fr/a/8217781/jolie-maison-s2-%C3%A0-louer-%C3%A0-el-hara-erriadh
A vendre une villa de 450m² située à Mutuelle ville,1 850 000 TND,"Mutuelle Ville à
							El Menzah",450,6,5,,Villa,,Bon état,,,,Jardin;Garage;Piscine;Meublé;Climatisation;Chauffage central;Cuisine équipée,36.845235,10.164723,https://www.mubawab.tn/fr/a/8070178/a-vendre-une-villa-de-450m%C2%B2-situ%C3%A9e-%C3%A0-mutuelle-ville
A vendre une villa de 600 m² située à El Menzah 5,1 400 000 TND,"El Menzah 5 à
							Ariana Ville",535,4,3,,Villa,,À rénover,,,,Jardin;Garage;Salon européen,36.8625,10.19556,https://www.mubawab.tn/fr/a/7969797/a-vendre-une-villa-de-600-m%C2%B2-situ%C3%A9e-%C3%A0-el-menzah-5
A vendre une villa de 450m² située à el menzah 1,Prix à consulter,"El Menzah 1 à
							El Menzah",450,6,5,,Villa,,Bon état,,,,Jardin;Garage;Climatisation;Chauffage central;Sécurité;Cuisine équipée,36.845235,10.164723,https://www.mubawab.tn/fr/a/8037018/a-vendre-une-villa-de-450m%C2%B2-situ%C3%A9e-%C3%A0-el-menzah-1
Un petite immeuble à Rades Mohamed Ali,650 000 TND,"Cité Mohamed Ali à
							Rades",200,6,6,,Maison,,Bon état,,,,Jardin;Cuisine équipée,36.7609,10.2736,https://www.mubawab.tn/fr/a/8217862/un-petite-immeuble-%C3%A0-rades-mohamed-ali
Villa à Rades Plage,450 000 TND,"Rades Plage à
							Rades",250,3,3,,Villa,,Bon état,,,,Jardin,36.7609,10.2736,https://www.mubawab.tn/fr/a/8217864/villa-%C3%A0-rades-plage
Rez de chaussée d'une villa a vendre,Prix à consulter,"Abou El Kacem Chebbi à
							Tunis",70,3,3,,Maison,"130
								m²",À rénover,,Carrelage,,Jardin,36.81881,10.16596,https://www.mubawab.tn/fr/a/8088355/rez-de-chauss%C3%A9e-d-une-villa-a-vendre
Maison inachevé au jardin Fouchana,210 000 TND,"Fouchana à
							Fouchana",110,3,2,,Maison,"171
								m²",Nouveau,,,,Jardin,36.70107,10.16982,https://www.mubawab.tn/fr/a/8146730/maison-inachev%C3%A9-au-jardin-fouchana
Villa S4 avec jardin à Jinéne Hammamet,1 100 000 TND,"Hammamet Sud à
							Hammamet",380,6,4,,Villa,"650
								m²",Nouveau,,Marbre,,Jardin;Terrasse;Garage;Piscine;Concierge;Chambre rangement;Antenne parabolique;Climatisation;Chauffage central;Sécurité;Cuisine équipée;Four,36.38785113671831,10.549573575310095,https://www.mubawab.tn/fr/a/7656144/villa-s4-avec-jardin-%C3%A0-jin%C3%A9ne-hammamet
À vendre Une jolie Villa avec piscine,1 200 000 TND,"La Marsa à
							La Marsa",200,2,2,,Villa,"460
								m²",Bon état,,,,Jardin;Terrasse;Garage;Piscine;Meublé;Entre-seul;Antenne parabolique;Climatisation;Chauffage central;Cuisine équipée;Four,36.876389,10.325278,https://www.mubawab.tn/fr/a/8211201/%C3%A0-vendre-une-jolie-villa-avec-piscine
Maison R2 inachevée à cité mirdès Kelibia,380 000 TND,Kélibia,360,2,12,,Maison,"360
								m²",Nouveau,,,,Terrasse,36.8493,11.0918,https://www.mubawab.tn/fr/a/8069531/maison-r2-inachev%C3%A9e-%C3%A0-cit%C3%A9-mird%C3%A8s-kelibia
Villa Bella à vendre à Morneg,1 100 000 TND,"Mornag à
							Mornag",640,8,7,,Villa,,Nouveau,,,,Jardin;Terrasse;Ascenseur;Piscine;Climatisation;Chauffage central;Cuisine équipée,36.68902,10.29964,https://www.mubawab.tn/fr/a/8166843/villa-bella-%C3%A0-vendre-%C3%A0-morneg
À Vendre Maison jamais habitée Rayhan Sousse,440 000 TND,"Sousse Riadh à
							Sousse Riadh",200,7,7,,Maison,,Nouveau,,,,Terrasse;Garage;Climatisation;Chauffage central;Cuisine équipée,35.8014603,10.5952003,https://www.mubawab.tn/fr/a/8160518/%C3%A0-vendre-maison-jamais-habit%C3%A9e-rayhan-sousse
Villa haut standing à Mégrine coteau,Prix à consulter,"Megrine Coteau à
							Mégrine",400,6,4,,Villa,"780
								m²",Nouveau,,Marbre,,Jardin;Garage;Piscine;Cheminée;Climatisation;Chauffage central;Sécurité;Cuisine équipée,36.6938694,10.2622167,https://www.mubawab.tn/fr/a/8213780/villa-haut-standing-%C3%A0-m%C3%A9grine-coteau
Duplex haut standing à Rades,485 000 TND,"Rades Meliane à
							Rades",140,4,3,,Villa,"200
								m²",Bon état,,Marbre,,Jardin;Terrasse;Garage;Vue sur les montagnes;Chauffage central;Cuisine équipée,36.7609,10.2736,https://www.mubawab.tn/fr/a/8052992/duplex-haut-standing-%C3%A0-rades
A vendre une villa a Rades Mongil,900 000 TND,"Rades Mongil à
							Rades",490,5,3,,Villa,,Bon état,,,,Jardin;Terrasse;Garage;Vue sur mer;Vue sur les montagnes;Chambre rangement;Entre-seul;Chauffage central,36.7609,10.2736,https://www.mubawab.tn/fr/a/8099394/a-vendre-une-villa-a-rades-mongil
Villa familiale de haut standing à kélibia,550 000 TND,Kélibia,417,4,3,,Villa,,Nouveau,,,,Jardin;Terrasse,36.8493,11.0918,https://www.mubawab.tn/fr/a/7813335/villa-familiale-de-haut-standing-%C3%A0-k%C3%A9libia
Villa pieds dans l'eau à kélibia,750 000 TND,Kélibia,1215,5,4,,Villa,,Nouveau,,,,Jardin;Terrasse;Vue sur mer;Cheminée,36.8493,11.0918,https://www.mubawab.tn/fr/a/7906618/villa-pieds-dans-l-eau-%C3%A0-k%C3%A9libia
A VENDRE villa en S4 Hammamet Sud,795 000 TND,"Hammamet Sud à
							Hammamet",260,9,4,,Villa,"496
								m²",Nouveau,,Marbre,,Jardin;Terrasse;Garage;Piscine;Chambre rangement;Antenne parabolique;Climatisation;Sécurité;Double vitrage;Porte blindée;Cuisine équipée;Réfrigérateur;Four;Machine à laver;Micro-ondes,36.40108,10.61457,https://www.mubawab.tn/fr/a/8209687/a-vendre-villa-en-s4-hammamet-sud
Maison d'Hôte Happiness à Vendre à Kélibia,1 300 000 TND,Kélibia,900,20,12,,Maison,,Bon état,,,,Terrasse;Piscine,36.8493,11.0918,https://www.mubawab.tn/fr/a/8138479/maison-d-h%C3%B4te-happiness-%C3%A0-vendre-%C3%A0-k%C3%A9libia
Un triplex Perla à vendre à Gammarth,1 035 000 TND,"Gammarth à
							La Marsa",285,7,5,,Maison,,Nouveau,,,,Jardin;Terrasse;Garage;Ascenseur;Piscine;Climatisation;Chauffage central;Cuisine équipée,36.876389,10.325278,https://www.mubawab.tn/fr/a/8137740/un-triplex-perla-%C3%A0-vendre-%C3%A0-gammarth
Maison à la nouvelle Médina1,700 000 TND,"Nouvelle Medina à
							Nouvelle Medina",400,6,5,,Maison,"510
								m²",Bon état,,Carrelage,,Jardin;Terrasse;Garage,36.78898,10.18348,https://www.mubawab.tn/fr/a/8218320/maison-%C3%A0-la-nouvelle-m%C3%A9dina1
A Vendre maison pieds dans l'eau à Sidi Abdelhamid,210 000 TND,Sidi Abdelhamid,340,4,3,,Maison,,À rénover,,,,Jardin;Garage;Vue sur mer;Entre-seul,35.794122,10.659077,https://www.mubawab.tn/fr/a/8168989/a-vendre-maison-pieds-dans-l-eau-%C3%A0-sidi-abdelhamid
A vendre VILLA à Jardins d'el Menzah 2,1 550 000 TND,"Les Jardins d'El Menzah 2 à
							Ariana Ville",500,10,8,,Villa,"510
								m²",Bon état,,Marbre,,Jardin;Terrasse;Garage;Vue sur les montagnes;Chambre rangement;Salon européen;Antenne parabolique;Climatisation;Chauffage central;Cuisine équipée,36.8625,10.19556,https://www.mubawab.tn/fr/a/8185232/a-vendre-villa-%C3%A0-jardins-d-el-menzah-2
Villa de haut standing location à gammarth,Prix à consulter,"Gammarth à
							La Marsa",550,4,4,,Villa,"600
								m²",Bon état,,Marbre,,Jardin;Terrasse;Garage;Piscine;Salon européen;Cheminée;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée;Réfrigérateur;Four;Machine à laver;Micro-ondes,36.917739,10.288893,https://www.mubawab.tn/fr/a/8031299/villa-de-haut-standing-location-%C3%A0-gammarth
"Villa d'angle avec jardin, Sidi Abed Aziz",Prix à consulter,"La Marsa à
							La Marsa",373,4,3,,Maison,"373
								m²",Bon état,,,,Jardin;Climatisation;Chauffage central,36.876389,10.325278,https://www.mubawab.tn/fr/a/8168543/villa-d-angle-avec-jardin-sidi-abed-aziz
"Maison arabesque S3 avec terrasse, Sidi Bou Saïd",Prix à consulter,"Sidi Bousaid à
							Carthage",348,5,3,,Villa,"348
								m²",À rénover,,,,Terrasse;Vue sur mer;Vue sur les montagnes;Chambre rangement;Entre-seul;Climatisation;Chauffage central,36.87090410304964,10.347612882223697,https://www.mubawab.tn/fr/a/7837071/maison-arabesque-s3-avec-terrasse-sidi-bou-sa%C3%AFd
A Vendre Une Villa en cours de finition à La Soukra,790 000 TND,"La Soukra à
							La Soukra",200,3,3,,Villa,"240
								m²",Nouveau,,Marbre,,Jardin;Terrasse;Garage;Piscine;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée,36.883333,10.25,https://www.mubawab.tn/fr/a/8044116/a-vendre-une-villa-en-cours-de-finition-%C3%A0-la-soukra
VILLA A Vendre,1 500 000 TND,"Nabeul à
							Nabeul",538,4,3,,Villa,,Nouveau,,,,Jardin;Terrasse;Garage;Piscine;Salon européen;Climatisation;Chauffage central;Sécurité;Cuisine équipée,36.45056,10.73505,https://www.mubawab.tn/fr/a/8198717/villa-a-vendre
Vente Villa Cristaline S4 Hammamet yasmine,680 000 TND,"Yasmine Hammamet à
							Hammamet",298,5,4,,Villa,,Bon état,,,,Jardin;Piscine;Climatisation;Chauffage central;Cuisine équipée,36.40108,10.61457,https://www.mubawab.tn/fr/a/7976691/vente-villa-cristaline-s4-hammamet-yasmine
Triplex à Manaret Hammamet,Prix à consulter,"Hammamet Sud à
							Hammamet",235,3,3,,Maison,"83
								m²",Nouveau,,,,Terrasse;Garage;Vue sur mer;Chambre rangement;Sécurité,36.40108000000001,10.61457,https://www.mubawab.tn/fr/a/8217002/triplex-%C3%A0-manaret-hammamet
Cause Départ Villa particulière à Vendre,999 000 TND,"Borj Youssef à
							Sidi Thabet",400,10,7,,Villa,"652
								m²",Nouveau,,Parquet,,Jardin;Terrasse;Garage;Vue sur les montagnes;Antenne parabolique;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée;Four,36.8240829,10.2243965,https://www.mubawab.tn/fr/a/8174758/cause-d%C3%A9part-villa-particuli%C3%A8re-%C3%A0-vendre
Vente Villa Rose de Sharon S4 Hammamet centre,1 400 000 TND,"Hammamet à
							Hammamet",350,5,4,,Villa,"603
								m²",Nouveau,,,,Jardin;Terrasse;Piscine;Cuisine équipée,36.40108,10.61457,https://www.mubawab.tn/fr/a/8114810/vente-villa-rose-de-sharon-s4-hammamet-centre
Vente Villa Amandier S3 Hammamet yasmine,650 000 TND,"Hammamet Sud à
							Hammamet",625,4,3,,Villa,,Bon état,,,,Jardin;Terrasse;Garage;Piscine;Chambre rangement;Meublé;Climatisation;Chauffage central;Cuisine équipée;Four,36.40108,10.61457,https://www.mubawab.tn/fr/a/7991736/vente-villa-amandier-s3-hammamet-yasmine
"À vendre: maison de 3 étages à Ras Jebel, Bizerte",240 000 TND,Ras Jebel,200,3,3,,Maison,,Bon état,,,,Meublé;Salon européen;Antenne parabolique;Cuisine équipée;Réfrigérateur;Four,37.2152679747618,10.120416178647783,https://www.mubawab.tn/fr/a/8217328/%C3%A0-vendre-maison-de-3-%C3%A9tages-%C3%A0-ras-jebel-bizerte
À vendre villa S4 située hay el Amal manouba,Prix à consulter,"Denden à
							La Manouba",147,4,3,,Villa,,Bon état,,Marbre,,Jardin;Garage;Piscine;Cuisine équipée,36.77855,10.05538,https://www.mubawab.tn/fr/a/8147510/%C3%A0-vendre-villa-s4-situ%C3%A9e-hay-el-amal-manouba
Villa à vendre à Hammamet,920 000 TND,"Hammamet Sud à
							Hammamet",310,5,4,,Villa,"510
								m²",Nouveau,,,,Jardin;Terrasse;Garage;Vue sur les montagnes;Piscine;Concierge;Chambre rangement;Salon européen;Antenne parabolique;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée;Four;Micro-ondes,36.40108,10.61457,https://www.mubawab.tn/fr/a/8217432/villa-%C3%A0-vendre-%C3%A0-hammamet
Villa spacieuse avec piscine,550 000 TND,"El Bassatine à
							Mornaguia",220,8,4,,Villa,"500
								m²",Bon état,,Marbre,,Jardin;Terrasse;Garage;Piscine;Chambre rangement;Meublé;Antenne parabolique;Climatisation;Chauffage central;Sécurité;Cuisine équipée;Four;Machine à laver,36.77748880426536,9.925490789647442,https://www.mubawab.tn/fr/a/8217433/villa-spacieuse-avec-piscine
Villa à vendre menchar hammamet,770 000 TND,"Hammamet Sud à
							Hammamet",280,5,4,,Villa,"400
								m²",Nouveau,,,,Jardin;Terrasse;Garage;Vue sur les montagnes;Piscine;Chambre rangement;Salon européen;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée;Four;Micro-ondes,36.40108,10.61457,https://www.mubawab.tn/fr/a/8217442/villa-%C3%A0-vendre-menchar-hammamet
Villa piscine en S4 a vendre crxi Hammamet,980 000 TND,"Hammamet à
							Hammamet",221,10,4,,Villa,"241
								m²",Nouveau,,,,Jardin;Terrasse;Garage;Piscine;Entre-seul;Salon européen;Climatisation;Chauffage central;Porte blindée;Cuisine équipée,36.40108,10.61457,https://www.mubawab.tn/fr/a/8128788/villa-piscine-en-s4-a-vendre-crxi-hammamet
À vendre une villa à Ennasr 2 s,Prix à consulter,"Cité Ennasr 2 à
							Ariana Ville",530,7,6,,Villa,,Bon état,,Marbre,,Jardin;Terrasse;Garage;Vue sur les montagnes;Piscine;Concierge;Chambre rangement;Entre-seul;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée,36.8625,10.19556,https://www.mubawab.tn/fr/a/8140373/%C3%A0-vendre-une-villa-%C3%A0-ennasr-2-s
Villa piscine en S4 à vendre Hammamet,Prix à consulter,"Hammamet à
							Hammamet",300,11,4,,Villa,"493
								m²",Nouveau,,,,Jardin;Terrasse;Garage;Piscine;Chambre rangement;Entre-seul;Salon européen;Cheminée;Climatisation;Chauffage central;Sécurité;Porte blindée;Cuisine équipée;Réfrigérateur,36.40108,10.61457,https://www.mubawab.tn/fr/a/8144469/villa-piscine-en-s4-%C3%A0-vendre-hammamet
Superbe Villa à Ghar El Melh Bizerte,330 000 TND,Ghar El Melh,250,4,2,,Villa,"243
								m²",Nouveau,,Parquet,,Jardin;Terrasse;Vue sur mer;Vue sur les montagnes;Cuisine équipée,37.1303,9.7506777,https://www.mubawab.tn/fr/a/8217699/superbe-villa-%C3%A0-ghar-el-melh-bizerte
Magnifique villa à vendre à Aghir Djerba,730 000 TND,Aghir,326,3,3,,Villa,"302
								m²",Bon état,,,,Jardin;Garage;Piscine;Salon européen;Climatisation;Cuisine équipée;Réfrigérateur;Four;Machine à laver;Micro-ondes,33.759722,11.01251,https://www.mubawab.tn/fr/a/8217701/magnifique-villa-%C3%A0-vendre-%C3%A0-aghir-djerba
Superbe villa S2 à vendre sur la route de phare,550 000 TND,"Midoune à
							Midoun",180,2,2,,Villa,"220
								m²",Bon état,,,,Piscine;Salon européen,33.866667,10.85,https://www.mubawab.tn/fr/a/8217709/superbe-villa-s2-%C3%A0-vendre-sur-la-route-de-phare
Propriété à vendre 3niveaux séparés à AFH2,750 000 TND,"Cité El Wafa à
							Nabeul",226,3,2,,Villa,,Bon état,,,,Garage;Climatisation;Chauffage central;Sécurité;Cuisine équipée,36.45056,10.73505,https://www.mubawab.tn/fr/a/8128072/propri%C3%A9t%C3%A9-%C3%A0-vendre-3niveaux-s%C3%A9par%C3%A9s-%C3%A0-afh2
Villa à vendre au bord de la mer à hammamet nord,2 300 000 TND,"Hammamet Nord à
							Hammamet",250,6,5,,Villa,"814
								m²",Bon état,,,,Jardin;Terrasse;Vue sur mer;Climatisation;Chauffage central;Double vitrage;Porte blindée;Cuisine équipée,36.40108,10.61457,https://www.mubawab.tn/fr/a/8082639/villa-%C3%A0-vendre-au-bord-de-la-mer-%C3%A0-hammamet-nord
A Vendre villa avec piscine cité wafa AFH2,1 270 000 TND,"Cité El Wafa à
							Nabeul",500,5,3,,Villa,"247
								m²",Nouveau,,,,Jardin;Terrasse;Garage;Piscine;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Four,36.45056,10.73505,https://www.mubawab.tn/fr/a/8114822/a-vendre-villa-avec-piscine-cit%C3%A9-wafa-afh2
Villa à vendre à Nabeul,790 000 TND,"Nabeul à
							Nabeul",300,5,4,,Villa,,Nouveau,,,,Jardin;Terrasse;Garage;Meublé;Climatisation;Chauffage central;Double vitrage;Porte blindée;Cuisine équipée,36.45056,10.73505,https://www.mubawab.tn/fr/a/8088084/villa-%C3%A0-vendre-%C3%A0-nabeul
À vendre villa pieds dans l'eau,1 800 000 TND,"Hammamet Nord à
							Hammamet",502,4,3,,Villa,"502
								m²",Bon état,,,,Jardin;Garage;Vue sur mer,36.40108,10.61457,https://www.mubawab.tn/fr/a/8070321/%C3%A0-vendre-villa-pieds-dans-l-eau
Vente villa à Tazarka plage,720 000 TND,Tazarka,181,4,3,,Villa,"302
								m²",Nouveau,,,,Terrasse;Garage;Vue sur mer;Meublé;Climatisation;Chauffage central;Double vitrage;Porte blindée;Cuisine équipée;Réfrigérateur;Four;Machine à laver;Micro-ondes,36.55,10.833333,https://www.mubawab.tn/fr/a/8138803/vente-villa-%C3%A0-tazarka-plage
Villa a vendre a sidi el mahressi,2 300 000 TND,"Sidi El Mahrsi à
							Nabeul",600,3,3,,Villa,"2058
								m²",Bon état,,Marbre,,Jardin;Terrasse;Garage;Vue sur mer;Chambre rangement;Entre-seul;Salon européen;Antenne parabolique;Climatisation;Chauffage central;Sécurité;Porte blindée;Cuisine équipée,36.45056,10.73505,https://www.mubawab.tn/fr/a/8101977/villa-a-vendre-a-sidi-el-mahressi
Villa a vendre hammamet,1 470 000 TND,"Hammamet Nord à
							Hammamet",278,3,3,,Villa,,Bon état,,,,Jardin;Terrasse;Garage;Piscine;Climatisation;Chauffage central;Double vitrage;Porte blindée;Cuisine équipée,36.40108,10.61457,https://www.mubawab.tn/fr/a/8087751/villa-a-vendre-hammamet
Villa a vendre hammamet sud,750 000 TND,"Hammamet Sud à
							Hammamet",1500,7,5,,Villa,"500
								m²",Bon état,,,,Jardin;Terrasse;Garage;Vue sur les montagnes;Piscine;Climatisation;Chauffage central;Sécurité;Porte blindée;Cuisine équipée,36.40108,10.61457,https://www.mubawab.tn/fr/a/8079897/villa-a-vendre-hammamet-sud
Villa à vendre pied dans l'eau,Prix à consulter,"Hammamet Nord à
							Hammamet",2300,5,4,,Villa,"500
								m²",Bon état,,Marbre,,Jardin;Terrasse;Garage;Piscine;Cheminée;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée,36.40108,10.61457,https://www.mubawab.tn/fr/a/8071686/villa-%C3%A0-vendre-pied-dans-l-eau
A vendre rez de chaussée haut standing a nabeul,570 000 TND,"Nabeul à
							Nabeul",365,5,4,,Maison,,Bon état,,,,Jardin;Garage;Meublé;Climatisation;Chauffage central;Sécurité;Porte blindée;Cuisine équipée,36.45056,10.73505,https://www.mubawab.tn/fr/a/8073967/a-vendre-rez-de-chauss%C3%A9e-haut-standing-a-nabeul
A Vendre Une Belle maison à Borj Taleb Bizerte,300 000 TND,Bizerte,420,4,3,,Maison,"332
								m²",Nouveau,,Parquet,,Terrasse;Garage;Vue sur les montagnes;Cuisine équipée,37.266667,9.866667,https://www.mubawab.tn/fr/a/8215823/a-vendre-une-belle-maison-%C3%A0-borj-taleb-bizerte
Villa Fruit d’Or à Vendre à Zaghouan,950 000 TND,Zaghouan,450,8,6,,Villa,"1560
								m²",Bon état,,,,Jardin;Terrasse;Garage;Climatisation;Chauffage central;Sécurité;Cuisine équipée,36.3998,10.1448,https://www.mubawab.tn/fr/a/8051329/villa-fruit-d%E2%80%99or-%C3%A0-vendre-%C3%A0-zaghouan
"Villa S6 sur deux niveaux, Carthage",2 500 000 TND,"Carthage à
							Carthage",573,7,6,,Maison,"300
								m²",À rénover,,Carrelage,,Jardin;Terrasse;Garage;Vue sur les montagnes;Chauffage central,36.8566,10.3258,https://www.mubawab.tn/fr/a/8136689/villa-s6-sur-deux-niveaux-carthage
"Villa S5 avec jardin, Chotrana 2",Prix à consulter,"Chotrana 2 à
							La Soukra",4898,6,5,,Villa,,Bon état,,,,Jardin;Garage;Piscine;Climatisation;Chauffage central;Cuisine équipée,36.896544,10.217961,https://www.mubawab.tn/fr/a/7840718/villa-s5-avec-jardin-chotrana-2
"Villa S5 avec vue dégagée, Gammarth supérieur",4 200 000 TND,"Gammarth à
							La Marsa",625,6,5,,Villa,"926
								m²",Bon état,,Marbre,,Jardin;Terrasse;Garage;Vue sur les montagnes;Piscine;Concierge;Chambre rangement;Cheminée;Climatisation;Chauffage central;Sécurité;Double vitrage;Cuisine équipée;Four,36.876389,10.325278,https://www.mubawab.tn/fr/a/8124782/villa-s5-avec-vue-d%C3%A9gag%C3%A9e-gammarth-sup%C3%A9rieur
A louer villa S3 meublé vue sur mer à Carthage,Prix à consulter,"Salambo à
							Carthage",250,3,3,,Villa,"500
								m²",Bon état,,,,Terrasse;Garage;Vue sur mer;Concierge;Chambre rangement;Meublé;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée;Réfrigérateur;Four;Machine à laver;Micro-ondes,36.8566,10.3258,https://www.mubawab.tn/fr/a/8145300/a-louer-villa-s3-meubl%C3%A9-vue-sur-mer-%C3%A0-carthage
A vendre une villa s4 a hammamet,780 000 TND,"Hammamet à
							Hammamet",300,10,4,,Villa,"500
								m²",Nouveau,,,,Jardin;Terrasse;Garage;Piscine;Entre-seul;Cuisine équipée,36.40108,10.61457,https://www.mubawab.tn/fr/a/8215944/a-vendre-une-villa-s4-a-hammamet
A vendre une maison à nabeul,108 000 TND,"Nabeul à
							Nabeul",76,4,1,,Maison,,Bon état,,,,,36.45056,10.73505,https://www.mubawab.tn/fr/a/8178700/a-vendre-une-maison-%C3%A0-nabeul
Villa individuelle en vente,1 400 000 TND,Khezama Est,600,2,6,,Villa,,Bon état,,Marbre,,Jardin;Terrasse;Garage;Salon européen;Antenne parabolique;Climatisation;Chauffage central;Sécurité;Cuisine équipée,35.844,10.618753,https://www.mubawab.tn/fr/a/8094166/villa-individuelle-en-vente
Maison et dépôt a vendre,550 000 TND,"El Omrane à
							El Omrane",124,5,3,,Maison,,Bon état,,,,Double vitrage;Cuisine équipée;Réfrigérateur;Micro-ondes,36.808339897684505,10.167145883499693,https://www.mubawab.tn/fr/a/8216087/maison-et-d%C3%A9p%C3%B4t-a-vendre
Villa Sindbad,730 000 TND,"Hammamet à
							Hammamet",220,5,4,,Villa,"300
								m²",Bon état,,Marbre,,Jardin;Terrasse;Garage;Piscine;Chambre rangement;Cheminée,36.40108,10.61457,https://www.mubawab.tn/fr/a/8188758/villa-sindbad
"Maison à vendre cité Ennozha 
Tataouine nord",Prix à consulter,Cité Tataouine,380,2,7,,Maison,"400
								m²",Bon état,,,,Jardin;Terrasse;Garage,33.07083,10.3361,https://www.mubawab.tn/fr/a/8216313/maison-%C3%A0-vendre-cit%C3%A9-ennozha-tataouine-nord
Somptueuse villa de maître à Carthage,Prix à consulter,"Carthage à
							Carthage",,6,5,,Villa,,Nouveau,,,,Jardin;Terrasse;Garage;Vue sur mer;Vue sur les montagnes;Piscine;Entre-seul;Climatisation;Chauffage central;Sécurité;Double vitrage;Cuisine équipée;Réfrigérateur;Four;Micro-ondes,36.87157599999999,10.3343581,https://www.mubawab.tn/fr/a/8191245/somptueuse-villa-de-ma%C3%AEtre-%C3%A0-carthage
Très belle villa avec piscine à Carthage,Prix à consulter,"Carthage à
							Carthage",,6,4,,Villa,,Bon état,,,,Jardin;Terrasse;Piscine;Chambre rangement;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée;Réfrigérateur;Four;Machine à laver;Micro-ondes,36.86943169999999,10.3164051,https://www.mubawab.tn/fr/a/8163248/tr%C3%A8s-belle-villa-avec-piscine-%C3%A0-carthage
"Maison de haut standing à vendre à Bou Mhel. 
1 belle chambre",470 000 TND,"Bou Mhel à
							Boumhel Bassatine",200,,1,,Villa,"260
								m²",Bon état,,,,,36.57724,10.34246,https://www.mubawab.tn/fr/a/8216511/maison-de-haut-standing-%C3%A0-vendre-%C3%A0-bou-mhel-1-belle-chambre
Villa individuelle en vente,1 890 000 TND,"El Kantaoui à
							Hammam Sousse",813,2,3,,Villa,,Bon état,,,,Jardin;Terrasse;Garage;Piscine;Antenne parabolique;Climatisation;Chauffage central;Cuisine équipée,35.8569,10.5972,https://www.mubawab.tn/fr/a/8106386/villa-individuelle-en-vente
Villa à el mansourah Kelibia,1 300 000 TND,Kélibia,700,5,5,,Villa,,Bon état,,,,Garage,36.8493,11.0918,https://www.mubawab.tn/fr/a/7271031/villa-%C3%A0-el-mansourah-kelibia
